user_id,name,date_added,height_cm,inseam_cm,arm_length_cm,torso_length_cm,bike_type,saddle_height_cm,handlebar_reach_cm,handlebar_widht,stack_height_cm,stack_angle,knee_angle_0,knee_angle_6,knee_angle_ahip_angle_0,hip_angle_6,hip_angle_a
1,2025-02-24 17:39:34,Peti,200.0,80.0,60.0,70.0,Road,70.0,80.0,40.0,40.0,0.0,177.995,179.598,178.58665517241377,174.058,177.678,176.054241379310352,2025-03-07 17:04:15,Teszter1,176.0,67.0,67.0,6.0,Road,77.0,67.0,676.0,67.0,67.0,177.69,178.837,178.01142857142858,175.382,176.511,176.2357857142857
2,2025-03-25 21:11:02,,0,0,0,0,Road,0,0,0,0,0,90.65,155.996,125.02307368421053,87.595,134.714,115.78290175438599
3,2025-03-25 21:24:57,Avrage Joe,0,0,0,0,Road,0,0,0,0,0,2.366,179.121,133.80417782656423,81.616,174.36,109.65374862788146
4,2025-04-23 14:05:57,saniysf,123123.0,12.0,123.0,123123.0,Road,123.0,123.0,123.0,123.0,123.0,90.65,155.996,125.28169037656905,87.595,134.714,115.95150627615064
5,2025-04-23 14:07:37,Avrage Joe,0,0,0,0,Road,0,0,0,0,0,93.89,165.586,130.16963601532564,81.688,124.978,106.01907279693488
6,2025-04-25 16:11:40,Avrage Joe,0,0,0,0,Road,0,0,0,0,0,90.984,155.996,125.56372173913043,89.061,134.714,116.33666086956524
7,2025-07-08 11:18:50,Avrage Joe,0,0,0,0,Road,0,0,0,0,0,93.253,166.616,129.70703827751197,81.292,123.876,105.66352153110047
8,2025-08-01 14:23:46,Avrage Joe,0,0,0,0,Road,0,0,0,0,0,1.225,178.229,133.68618558558558,81.714,174.359,110.00436216216217
9,2025-08-01 14:36:33,Avrage Joe,0,0,0,0,Road,0,0,0,0,0,1.225,178.229,133.8339110867179,81.448,174.359,109.60382766190999
10,2025-08-01 14:41:59,DuciPedal,0,0,0,0,Road,0,0,0,0,0,90.635,155.959,125.06362456140351,86.447,135.051,115.74005614035089
11,2025-08-01 14:53:42,elso,0,0,0,0,Road,0,0,0,0,0,90.635,155.959,125.06362456140351,86.447,135.051,115.74005614035089
12,2025-10-17 09:12:45,valami_test1,0,0,0,0,Road,0,0,0,0,0,90.635,155.959,125.06362456140351,86.447,135.051,115.74005614035089
13,2025-11-09 21:47:42,sidde_video_test,180.0,83.0,67.0,70.0,Road,73.0,52.0,42.0,5.0,0.0,178.212,179.924,179.11798461538461,176.583,179.896,178.27749230769234
14,2025-11-09 21:49:29,side_test,0,0,0,0,Road,0,0,0,0,0,58.196,179.942,135.61510136986303,38.335,171.361,107.31173972602741
15,2025-11-20 14:27:35,,,,,,,,,,,,177.825,179.239,178.4998857142857,176.049,177.229,176.9202857142857
16,2025-11-20 15:00:59,Average Joe,0.0,0.0,0.0,0.0,Road,0.0,0.0,0.0,0.0,0.0,90.635,155.959,125.06362456140351,86.447,135.051,115.74005614035089
17,2025-11-28 15:10:16,Last_setup,180.0,82.0,53.0,70.0,Road,72.0,52.0,42.0,5.0,10.0,73.922,160.009,116.35009827213823,68.898,116.409,95.71202483801295
18,2026-01-18 15:02:19,test,,,,,road,,,,,,73.922,157.651,115.24659844054582,70.608,115.377,95.33585185185186
19,2026-01-18 15:04:40,dani,,,,,road,,,,,,95.505,168.014,133.94472727272728,81.448,127.753,109.05124699828473
20,2026-01-18 15:07:57,dani,,,,,road,,,,,,95.819,163.575,129.86386778846156,86.027,133.841,111.5590673076923
21,2026-01-28 21:37:35,Testike,,,,,road,,,,,,93.231,167.352,129.68826679104475,79.404,124.92,105.45170895522388
